Date,Apple_Price,Apple_Transaction_Quantity,Mandarin_Price,Mandarin_Transaction_Quantity,Japanese_Pear_Price,Japanese_Pear_Transaction_Quantity,Hirosaki_Average_Temperature,Hirosaki_Precipitation,Hirosaki_Sunshine_Duration,Hirosaki_Maximum_Snow_Depth,Hirosaki_Snowfall,Hirosaki_Maximum_Wind_Speed,Tokyo_Average_Temperature,Tokyo_Precipitation,Tokyo_Sunshine_Duration,Tokyo_Maximum_Wind_Speed
2021/9/24,309,191321,247,343129,390,250461,18.2,3,1.2,0,0,4.7,25.4,0,9.8,5.6
2021/9/25,307,119287,271,162230,395,179341,16.4,0,11.2,0,0,4.1,22.1,0,0.3,5.6
2021/9/26,,,,,,,17.1,0,8.2,0,0,3.5,19.9,0,0,4.2
2021/9/27,315,142282,251,220650,407,138873,17.6,0,11,0,0,3.5,20.1,0,2.9,4.9
2021/9/28,321,121070,257,194940,395,159472,17,0,9.3,0,0,2.9,21.1,0,3.5,4.6
2021/9/29,,,,,,,19.7,0,8,0,0,3.8,21.9,0,4.7,5.8
2021/9/30,358,166214,226,318329,399,141021,21.9,10.5,0,0,0,4.8,23.2,4.5,4.8,4.6
2021/10/1,341,144740,226,396653,386,112009,18.7,12.5,0,0,0,2.4,19,113,0,7.2
2021/10/2,328,144427,216,357652,438,104230,18,0.5,8.6,0,0,5.4,21.9,2,10.2,5.8
2021/10/3,,,,,,,17.6,0,11.1,0,0,4.5,22.1,0,10,6.2
2021/10/4,333,173538,219,558803,400,59517,22.5,0,10.2,0,0,7.1,23.5,0,6.6,6
2021/10/5,356,142822,207,219320,452,134329,18,31.5,0,0,0,3.4,23.9,0,9.9,5.7
2021/10/6,,,,,,,14.8,4,7.4,0,0,4.3,22.8,0,6.6,5.5
2021/10/7,341,209566,202,515377,445,135659,13.6,3.5,1.2,0,0,2.6,21.3,0,0.1,3.7
2021/10/8,349,120772,203,444189,430,71763,15.6,6.5,0,0,0,3.2,24.2,0,9.2,5.1
2021/10/9,363,117811,215,435859,456,99029,15,0,10,0,0,2.6,22.7,0,3,5.4
2021/10/10,,,,,,,20.4,0,7.9,0,0,5.6,22.2,0,4.5,4.6
2021/10/11,343,187298,204,634568,424,58529,17.6,11.5,0,0,0,6.8,24,0,9.1,5.7
2021/10/12,364,171408,198,330232,432,106400,14.1,0,8.2,0,0,3.2,20.5,2.5,0,5.1
2021/10/13,,,,,,,14.1,0,5.7,0,0,4.2,17.4,10.5,0,4.7
2021/10/14,339,187230,205,643045,444,111709,14.9,0,8.1,0,0,3.8,19.1,0,6.3,4.8
2021/10/15,341,169604,195,457779,423,16470,14.3,1.5,0,0,0,2.8,20.7,0,7,4.5
2021/10/16,342,142286,203,401271,444,95371,11.6,8,0,0,0,4.5,21,0.5,0.3,5.3
2021/10/17,,,,,,,7.6,10,1,0,0,5.4,15.7,13.5,0,5.6
2021/10/18,334,168870,204,526297,446,56190,7.3,2.5,2.4,0,0,2.6,13.6,0,9.4,5.2
2021/10/19,359,115842,186,448618,437,70116,10.3,2,3.8,0,0,2.7,13.5,9,0,4.8
2021/10/20,,,,,,,11.4,22.5,0,0,0,4.4,16.1,0,10.2,7
2021/10/21,348,186964,204,577526,456,79070,7.9,14,2.7,0,0,6.1,15.4,0,4.6,5.8
2021/10/22,326,175523,201,456505,457,40600,8,1,3,0,0,3,11.2,9.5,0,4.6
2021/10/23,343,149153,213,372229,421,97890,6.6,19.5,0.8,0,0,4.2,13.6,0,10,7.3
2021/10/24,,,,,,,11.7,0,9.2,0,0,3.7,13.4,0,9.3,4.4
2021/10/25,359,200920,229,483012,459,65585,12.4,0,8.3,0,0,3.8,14,5.5,1.7,5.3
2021/10/26,359,140025,221,229628,464,71475,11.6,0,0,0,0,2,15,30,6,5.5
2021/10/27,,,,,,,12.6,8,3.9,0,0,3.6,14.5,1,0.1,3.3
2021/10/28,353,213676,244,528896,462,75815,10.6,7.5,6.2,0,0,7.1,17.6,0.5,9.7,6.6
2021/10/29,353,152653,268,362278,478,36769,10.4,3.5,3.3,0,0,3.2,15.3,0,9.6,4.9
2021/10/30,343,167377,257,380148,466,84319,10.7,0,7.9,0,0,2.9,14.5,0,9.6,3.8
2021/10/31,,,,,,,11.3,0,0.5,0,0,2.1,13.6,2,0,3
2021/11/1,346,228977,286,714401,447,35276,12.5,0,8.3,0,0,2.8,16.8,0,3.7,4.2
2021/11/2,366,120639,284,297491,466,38625,12.6,5.5,5.7,0,0,3.8,17.7,0,5.3,4.1
2021/11/3,,,,,,,11.9,0.5,5.1,0,0,4,17.1,0,8,4.1
2021/11/4,365,211238,298,874286,452,61550,11.6,3,4.9,0,0,3.7,15.5,0,8.2,4.5
2021/11/5,353,151790,299,572808,450,16568,10.8,2,5.8,0,0,4.4,15.3,0,9.3,3.8
2021/11/6,374,138475,294,717187,416,39795,9.7,0,8.9,0,0,3.2,14.9,0,8.8,4.3
2021/11/7,,,,,,,10.2,0,8.3,0,0,2.7,15.7,1,4.6,4.5
2021/11/8,364,154418,302,1013762,434,29106,12,0,7.6,0,0,4.1,16.4,1.5,6.7,5.1
2021/11/9,376,117227,308,553478,447,11225,15,27,0,0,0,4.9,16.1,47.5,0,5
2021/11/10,,,,,,,11,20.5,3.1,0,0,3.5,16,0,7.3,9
2021/11/11,420,146931,296,1067312,445,35626,8.7,9.5,0.6,0,0,4.2,15.4,0,9.4,6.1
2021/11/12,386,115370,298,846112,433,11362,6.7,9,0.5,0,0,4.5,14.5,0,9,5.8
2021/11/13,407,133478,292,776598,451,2425,8.4,1.5,3.8,0,0,5.7,13.1,0,9.4,4.6
2021/11/14,,,,,,,9.7,7.5,0.6,0,0,3.1,14,0,8.8,5.1
2021/11/15,431,157454,292,1124740,490,8450,8.7,0,2.2,0,0,4,14.3,0,9.3,3.7
2021/11/16,430,178105,291,630526,456,2600,6.6,0,1.5,0,0,4.2,14.2,0,5.6,4
2021/11/17,,,,,,,6.5,0,4.6,0,0,4.4,13.5,0,8.4,3.6
2021/11/18,421,196178,293,1181705,425,4136,7.8,3,1.4,0,0,5.2,12.6,0,4,3.3
2021/11/19,427,138170,293,902063,419,3975,11.1,10.5,3.6,0,0,5.6,12.5,0,7.5,3.8
2021/11/20,447,131461,290,888271,467,14204,6.6,0,6.4,0,0,3.7,13.2,0,9,4.1
2021/11/21,,,,,,,6.6,0,3.4,0,0,3.1,12.5,12.5,0.2,2.9
2021/11/22,433,172357,291,1253221,459,9645,9.5,7.5,0,0,0,3.5,13.5,24.5,0,5.3
2021/11/23,,,,,,,4.5,9,0.1,0,0,5.2,12.5,0,4.7,6.6
2021/11/24,434,143924,256,612996,477,220,2.6,2.5,0.1,0,0,5.1,11.4,0,9,6.8
2021/11/25,452,99233,287,918943,457,1757,3.3,2.5,0.8,0,0,5.1,12.3,0,9.2,5.7
2021/11/26,434,141029,280,876118,569,3930,2.2,8.5,2.4,0,0,4.7,12,0,9,4.5
2021/11/27,446,125101,285,826755,467,8591,2.7,15,0.9,0,0,4.4,9.6,0,7.2,6.9
2021/11/28,,,,,,,4.1,5.5,6,0,0,4.2,8.9,0,9.1,6.6
2021/11/29,455,146900,287,1507935,682,744,6.3,2,1.5,0,0,3.7,8.1,0,8.4,3.3
2021/11/30,467,123377,265,860069,485,5957,8.6,1,4.4,0,0,6,11,6,7.6,5.2
2021/12/1,,,,,,,7.3,13.5,0.7,0,0,7.7,15.5,54.5,5.6,10.4
2021/12/2,435,162532,287,1238338,559,12051,1.3,2,0.4,1,1,7.4,10.1,0,8.9,5.6
2021/12/3,443,159900,285,920862,693,1185,7.2,11.5,4.9,0,0,6.5,9.7,0,8.9,5.2
2021/12/4,469,118006,286,1096524,515,12035,1.5,9,0.1,7,7,5.5,9.9,0,8.8,4.2
2021/12/5,,,,,,,0.7,3,0,11,4,3.8,8.6,0,7.1,4.8
2021/12/6,452,170340,287,1321271,583,1025,4,0,2.1,1,0,2.7,8.9,0,0,4.1
2021/12/7,444,134432,280,776373,583,2217,8,0,5,0,0,2.5,11.8,9.5,0,5
2021/12/8,,,,,,,6.6,0,0,0,0,3.8,9.5,36.5,0,5.7
2021/12/9,444,218271,288,1349671,663,1265,3.7,0,8.1,0,0,2.6,10.2,0,7,5.1
2021/12/10,464,163114,283,1117136,335,935,2.7,0,7.4,0,0,2.3,8.6,0,4.8,4.2
2021/12/11,468,159449,285,969513,629,531,5.9,0,3.9,0,0,5,9.4,0,8.9,3
2021/12/12,,,,,,,5.5,3,0,0,0,5.9,11.3,0,6.5,4.6
2021/12/13,454,151585,302,1432683,491,9296,-0.5,5,0,3,4,9.4,9.7,0,8.9,7.2
2021/12/14,473,152740,292,864173,590,2808,4,5.5,1.9,2,0,5.8,5.1,5.5,0.8,5.6
2021/12/15,,,,,,,4.8,7.5,1.4,0,0,5.2,7.6,0,8.9,2.5
2021/12/16,448,214463,315,1570176,774,696,3.3,1.5,0,0,0,2.5,9.5,0,8,3.3
2021/12/17,449,163795,297,1201400,804,192,2.2,12.5,0,1,1,5.9,8.7,6,0.4,11
2021/12/18,456,132980,307,1086787,455,1548,-4.3,7,0.1,9,11,6.9,4.5,0,8.9,10.1
2021/12/19,,,,,,,-1.2,1,0.6,9,2,3.9,4.3,0,8.9,2.8
2021/12/20,457,141598,317,1772205,522,272,0,5,5.7,13,10,5.2,6.4,0,9,4.2
2021/12/21,485,135444,305,1529391,475,5000,3.7,2.5,4.8,11,1,6.6,8.2,0,9,3.2
2021/12/22,,,,,,,-1.3,1.5,0.1,6,6,6.5,8.8,0,7.4,6.8
2021/12/23,455,180669,307,1922022,472,5999,-0.6,1.5,2.6,7,5,4.6,8.3,0,8.4,5.8
2021/12/24,456,186981,302,1545014,585,283,-1.9,6,0,17,13,3.1,8,0.5,8.8,3.8
2021/12/25,470,223695,302,1461163,671,1220,-4.7,10.5,0,30,16,6.8,8.3,3.5,4.5,6.1
2021/12/26,,,,,,,-5.7,15.5,0.6,40,19,5.4,3.5,0,7.8,6.9
2021/12/27,464,221805,297,2566136,597,270,-5,13.5,1,48,17,4.7,2.7,0,8.5,4
2021/12/28,467,215445,292,1328375,461,2005,-3.8,5,1.8,50,5,5.1,3.8,0,8.8,6.2
2021/12/29,441,132505,282,1239770,435,1020,0.1,2.5,1.6,41,0,3.6,4.2,0,7.8,3.9
2021/12/30,,,,,,,-0.9,13,0,44,18,3.8,6.5,0,7.5,7.1
2021/12/31,,,,,,,-6.5,11,0.1,54,14,5.2,3.2,0,3.7,6.5
2022/1/1,,,,,,,-5.1,12.5,0,59,9,6,3.4,0,8.8,7.2
2022/1/2,,,,,,,-0.3,12.5,3.7,56,7,7,3.5,0,6.2,5.2
2022/1/3,,,,,,,-2.4,2.5,0,56,2,7.4,5.5,0,8.1,4.3
2022/1/4,,,,,,,-4.4,8,0.1,59,11,5.6,5.2,0,8.9,5.9
2022/1/5,442,155851,276,605003,,,-2.9,22,0.1,82,27,3.3,4.1,0,8.9,7.7
2022/1/6,416,131385,286,493426,540,90,-2,0,5.5,80,1,3.3,0.7,6.5,0,3.7
2022/1/7,438,144357,302,590194,,,-1.7,15.5,0,83,13,6.2,2.6,0,8.9,5.9
2022/1/8,374,195624,275,563109,612,24,-0.3,1.5,3.1,79,0,3.9,4.5,0,8.9,4.7
2022/1/9,,,,,,,0.8,10,0,71,2,4.6,6.3,0,7.4,3.8
2022/1/10,,,,,,,-1.6,0,7.4,63,0,2,7.7,0,0.3,3.7
2022/1/11,401,206225,285,653470,,,0,2.5,0,58,0,4.7,5.7,16,0,4.2
2022/1/12,396,126974,277,223984,,,-0.1,17.5,0,66,13,9.2,5,0,9.1,7.3
2022/1/13,384,196080,272,571149,,,-2.2,6,0.9,73,12,5.7,5.7,0,6.9,8
2022/1/14,390,213415,284,525215,,,-1.9,6,0.4,78,10,5.9,4.4,0,9.2,8.8
2022/1/15,386,217292,275,536923,,,0.1,0.5,0,77,1,6.3,5.5,0,7.7,6.1
2022/1/16,,,,,,,-0.6,5,0,70,0,2.6,5.4,0,9.1,3.4
2022/1/17,379,246021,289,760406,,,-0.9,2,3.4,65,5,5.4,6,0,6.9,3.9
2022/1/18,399,235320,272,377894,,,-3.2,11.5,0.6,77,14,3.3,4.4,0,9.2,7.5
2022/1/19,,,,,,,-0.8,6.5,4.2,83,6,3.1,3.7,0,5.4,5.1
2022/1/20,364,283052,289,813270,,,-1.5,1,4.4,77,1,4.3,3.4,0,8.7,8.2
2022/1/21,382,203748,289,623184,301,6230,-1.1,3.5,5.2,79,4,4.3,3,0,9,7.1
2022/1/22,375,218051,284,558648,,,-0.3,0,0,76,0,4.5,4.5,0,9.2,5
2022/1/23,,,,,,,-1.1,7.5,4,79,9,3.4,5.1,0,1.5,4.3
2022/1/24,373,262124,290,686215,,,-0.4,8,0,90,14,3.9,6.4,0,8.3,4.7
2022/1/25,373,205247,282,336324,,,0,0,0,86,0,2.9,5.2,0,6.8,3.7
2022/1/26,,,,,,,-0.5,0,0.3,78,0,2.6,5.5,0,3.5,3.8
2022/1/27,365,323427,286,665527,,,-0.8,2,3.5,80,6,5.4,6.8,0,8.1,6.5
2022/1/28,363,236600,299,562920,,,-2.1,0.5,5.2,76,1,5.1,6.6,0,3.6,4.8
2022/1/29,371,228463,308,559795,,,-2.9,4.5,0.9,86,13,4.8,5.9,0,4.8,5.1
2022/1/30,,,,,,,-5,6,0.1,91,10,4.2,5.2,0,4.2,5.3
2022/1/31,377,260631,289,506883,,,-5,6.5,0,98,9,4.6,4.9,0,9.2,6.4
2022/2/1,371,244089,299,359847,,,-3.1,0.5,1.8,99,1,4.3,5.6,0,9.2,4.7
2022/2/2,,,,,,,-1.5,0,3,89,0,4.9,5.5,0,9.3,6.3
2022/2/3,358,350169,305,576057,,,-2.7,1,1.2,88,4,7,5.8,0,7.8,4.9
2022/2/4,365,179052,311,435590,,,-3.4,1,3.7,88,3,5.6,4.9,0,1,3.6
2022/2/5,357,232782,311,404183,,,-4.7,1.5,2.9,87,3,4.9,3.5,0,6.1,7.5
2022/2/6,,,,,,,-4.4,2,2.4,91,5,4.6,2.3,0,5.2,5.3
2022/2/7,366,273829,331,409964,339,210,-3.2,0.5,0.6,86,2,4.4,4.5,0,8.1,5.6
2022/2/8,368,231439,307,360084,,,-1.8,0,0.7,85,0,4.3,5.3,0,3.6,4
2022/2/9,,,,,,,-0.5,0,1.6,81,0,4.6,6.2,0,9,4.6
2022/2/10,359,314021,324,537001,,,-0.6,0,3,74,0,2.7,2.3,27,0,4.5
2022/2/11,369,213092,288,125119,,,-2.3,0,8.7,72,0,2,4.1,2.5,8.7,4.7
2022/2/12,363,201578,343,389780,,,0.3,1,5.6,71,1,4.6,4.7,0,9.4,4.3
2022/2/13,,,,,,,0.2,0,4.5,70,0,6,3.1,22.5,0,4.9
2022/2/14,365,232763,333,405378,,,-1.3,0.5,1.3,70,1,2.8,3.9,3.5,3.5,4
2022/2/15,362,202932,320,281173,,,-1.8,1,0,71,2,4.1,5.5,0,5.3,4.3
2022/2/16,,,,,,,1.2,2,2.7,72,4,4.3,6,0,5.8,5.3
2022/2/17,364,313093,340,400727,,,-0.4,0.5,3.8,70,1,3.5,4.6,0,8.8,6.5
2022/2/18,366,207452,365,252025,,,-1.5,3,0.6,73,6,3.1,5.7,0,10,7.7
2022/2/19,365,226144,330,241752,,,-0.5,0,1.9,72,0,2.6,5,6.5,1,5.1
2022/2/20,,,,,,,-0.3,2.5,2.8,73,6,6.9,5.9,9,0.2,7.4
2022/2/21,370,273011,360,183032,,,-4.6,8.5,0.1,87,16,9.1,4.1,0,9.5,6.5
2022/2/22,366,170078,329,164218,,,-4.8,15,0.4,105,21,6.7,4.4,0,10,4.7
2022/2/23,,,,,,,-3.4,6.5,1.5,112,10,5,4.4,0,8.9,5.2
2022/2/24,363,309988,397,168161,,,-1.6,0.5,2.4,104,2,5.2,4.8,0,9.2,7
2022/2/25,365,233063,375,132047,,,0.8,0,4.3,96,1,5.9,6.5,0,10.7,4.3
2022/2/26,378,206632,361,125366,,,3.4,14.5,0.7,86,0,6.6,8.6,0,10.7,6.1
2022/2/27,,,,,,,2.4,15.5,0,78,0,6.2,9.5,0,10.5,7.5
2022/2/28,370,221086,417,141423,,,2,0,8.2,76,0,7.1,9.8,0,9.4,5.9
2022/3/1,371,254948,385,93586,,,1,10,0,74,0,3.4,11,0,7.9,6
2022/3/2,,,,,,,1.6,0,6.4,71,0,5.4,11.2,4,6.1,5.7
2022/3/3,363,333882,425,134382,,,1,7,0.5,76,6,7.1,9.5,0,8.3,5.3
2022/3/4,372,218564,423,106960,,,0.6,0,9.7,73,0,4.4,8.1,0,6.3,6.3
2022/3/5,368,211570,453,87192,,,0.9,6,1.4,71,1,7.2,11.2,0,10.2,8.3
2022/3/6,,,,,,,0.9,6,0.8,73,5,9,8.1,0,8.3,8.2
2022/3/7,367,260074,447,157870,,,2.7,0.5,2.4,72,0,6.1,8.3,0,10,7.4
2022/3/8,380,212326,438,87150,,,1.4,0,10.8,68,0,5.2,6.3,0.5,0,4.2
2022/3/9,,,,,,,0.7,0,10,66,0,3.9,7.9,0,9.2,4.9
2022/3/10,369,314599,476,123104,,,1.8,0,10.8,63,0,3.2,9,0,9.8,5.6
2022/3/11,376,227837,430,73700,,,5.2,1.5,1.5,60,0,5.2,12,0,10.3,7.2
2022/3/12,380,217803,497,72836,291,230,4.9,0,11,54,0,5.9,14.6,0,10.5,5.5
2022/3/13,,,,,,,1.5,4,0,53,2,2.4,14.7,0,5.3,5.3
2022/3/14,382,250107,460,116712,,,3.7,2,0.9,51,0,3.1,16.4,1,9.8,7.9
2022/3/15,381,218264,458,54061,317,2055,5.2,10,0.4,46,0,7.9,12.7,0,7.4,4.3
2022/3/16,,,,,,,3.8,1,4.3,36,0,3.5,14.1,0,5.8,6.5
2022/3/17,383,304881,480,58631,237,430,2.6,1.5,2.3,33,0,4.8,14.1,0,7.7,5.7
2022/3/18,378,257906,497,50247,329,1230,2.2,6,1.2,32,4,3.4,5.2,48,0,5.6
2022/3/19,382,236112,535,41622,,,1.6,15.5,0.7,43,11,5.3,10.1,22,7,8.1
2022/3/20,,,,,,,1.9,4,0.2,34,1,5.3,9.9,0,6.9,5.8
2022/3/21,,,,,,,0.9,0.5,2.4,33,2,6.8,9.6,0,4,4.7
2022/3/22,378,274066,541,36606,,,1.5,0,8.1,31,0,3.8,3.7,18,0,5.3
2022/3/23,389,110076,335,41460,,,3.1,0,6.3,29,0,3.5,5.2,1,6.3,4.3
2022/3/24,384,222692,493,23039,,,4.4,0.5,4.8,25,0,3.2,8.2,1,9.5,5.7
2022/3/25,377,201734,393,74229,,,5.8,0.5,8.6,20,0,3.2,12.2,0,10.9,7.3
2022/3/26,379,223986,566,21373,,,7,7,0,15,0,2.6,16.1,7.5,0,9.3
2022/3/27,,,,,,,8,0,8.4,10,0,5.2,16.2,0.5,2.1,6.8
2022/3/28,380,186216,577,8718,,,5.4,3,9.5,0,0,6.9,13.5,0,6.1,5.6
2022/3/29,393,165441,315,5026,,,5.3,0,11.5,0,0,4.2,10.2,0,0,4.2
2022/3/30,,,,,,,9.5,0,9.1,0,0,6.7,14.5,0,3.9,7.5
2022/3/31,388,184565,364,7279,,,4.8,0,4.5,0,0,4.9,15.1,7,6,6
2022/4/1,383,295120,445,530,,,2.5,2,2.3,0,0,6.5,7.6,16.5,5.2,5.8
2022/4/2,390,188018,672,10340,,,4.6,0,11.4,0,0,5.3,8.5,0,11.6,6.4
2022/4/3,,,,,,,4.9,0,11.8,0,0,5.1,8.2,13.5,0,6
2022/4/4,387,210531,674,7713,,,7.2,0,5.2,0,0,4,8.5,53.5,0,5.8
2022/4/5,394,169342,586,8803,,,9.7,0,12.2,0,0,4.5,12.6,1.5,3.1,5
2022/4/6,,,,,,,7.3,0,3.2,0,0,5.3,15.5,0,7.9,5.9
2022/4/7,393,228964,461,1505,,,3,20,6.4,3,3,4.6,14.3,0,6.2,5.4
2022/4/8,391,193904,163,670,,,4.8,3,8,2,0,5.8,15.4,0,11.8,6.5
2022/4/9,394,193777,527,300,,,11.5,0,11.9,0,0,7.2,17.2,0,11.5,7.2
2022/4/10,,,,,,,15,0,8.8,0,0,6.2,19.6,0,11.8,5.1
2022/4/11,391,232445,,,,,17.7,0,10.7,0,0,5.8,18.9,0,9.5,7.4
2022/4/12,399,179913,,,,,16.7,0,11.9,0,0,5.2,20,0,11.8,5.8
2022/4/13,,,,,,,9.6,1.5,0,0,0,4.1,20.8,0,11.3,5.8
2022/4/14,394,205377,387,1090,,,7,0.5,0.3,0,0,5.3,12.3,4,0,6.2
2022/4/15,390,201115,1580,1260,,,5.8,1.5,0,0,0,4,10.1,19.5,0,4.8
2022/4/16,380,193643,2720,368,,,6.9,0,9,0,0,5.5,12.5,1,5.5,4.6
2022/4/17,,,,,,,9.7,0,12.5,0,0,5.8,13.7,0,4.6,5.1
2022/4/18,385,206397,2617,1642,,,11.9,0,5.7,0,0,4.5,14.3,28.5,0.9,4.9
2022/4/19,390,170760,2430,178,,,9,0,12.3,0,0,4.2,15.3,1,7.6,6.1
2022/4/20,,,,,,,11.2,0,12.6,0,0,3.9,12.2,1.5,0,5.1
2022/4/21,404,182977,2584,1340,,,16,0,9.9,0,0,6,16.4,8.5,3.6,5.4
2022/4/22,389,165161,2609,1401,,,14.2,1,0.8,0,0,4.8,19.2,29,8.1,6.3
2022/4/23,407,216800,2311,349,,,12.6,0,7.6,0,0,6.9,20.8,0,6.1,5.5
2022/4/24,,,,,,,14.1,0,11.3,0,0,5.9,17.3,3.5,0,4.9
2022/4/25,396,197501,2598,1272,,,14.1,0,11.6,0,0,5.8,19.9,0,11.8,5.9
2022/4/26,409,135728,1851,29,,,16.1,5,0.2,0,0,3.1,21.3,2.5,0,9.2
2022/4/27,,,,,,,12.7,0,9.8,0,0,8,23,0.5,1.6,8.3
2022/4/28,401,236277,2115,1632,,,11,0,12.7,0,0,6.3,16.9,0,5.5,6
2022/4/29,401,142429,2398,1737,,,6.9,9,0,0,0,3.4,12.9,40,0.2,5.4
2022/4/30,401,129288,2231,341,,,8.7,0.5,11.8,0,0,5.5,12.6,0,12.4,6.8
2022/5/1,,,,,,,9.5,0.5,0,0,0,4.4,12.7,12,0,4.2
2022/5/2,409,252692,2516,2035,,,8.7,2,8.7,0,0,5.7,13.3,1,4.1,6.6
2022/5/3,,,,,,,10.1,0.5,9.6,0,0,6.9,15.2,0,12.3,5.7
2022/5/4,,,,,,,14.1,0,8.6,0,0,11.3,17.9,0,12.4,6.8
2022/5/5,,,,,,,17.7,0,13.1,0,0,5.2,19.8,0,11.8,6.1
2022/5/6,418,194299,2339,1889,,,18.8,0,13.4,0,0,5.1,19.5,0,7.9,5.9
2022/5/7,434,130817,2038,4894,,,18.3,7.5,9.4,0,0,6.2,18.5,7.5,0.8,3.9
2022/5/8,,,,,,,11.8,0,13,0,0,6.6,18.3,0,5.1,7.4
2022/5/9,419,150938,2280,2443,,,12.3,0,12.9,0,0,6,14.1,8,0,4.5
2022/5/10,454,91056,1662,139,,,14.2,0,13.5,0,0,5.5,16.5,0.5,11.4,4.5
2022/5/11,,,,,,,15.9,0,11.8,0,0,4.7,18.7,0,9.9,5.1
2022/5/12,437,196406,2094,6213,,,18.2,0,4.6,0,0,5,19.4,2,1.3,6
2022/5/13,443,94759,1857,289,,,17.7,0.5,0,0,0,3.6,18.8,28.5,0,5.7
2022/5/14,434,90830,1941,2450,,,15.7,0.5,1.6,0,0,5.9,21.8,9.5,1.8,9
2022/5/15,,,,,,,12.3,1,4.1,0,0,6.3,17.5,1,0,5.3
2022/5/16,448,148726,1930,9381,,,13.8,0,13.2,0,0,3.6,14.5,7.5,0,4.3
2022/5/17,480,110063,1930,1181,,,14.9,0,9.6,0,0,4.8,15.7,0.5,0,2.6
2022/5/18,,,,,,,16.4,0,13.6,0,0,4.4,18.8,0,11.8,5.4
2022/5/19,469,138357,1818,10950,,,17.5,0,4.4,0,0,5.5,20.5,0,9.2,6.6
2022/5/20,469,107070,2038,3388,,,17.7,0,7.7,0,0,4.8,21.2,0,5.1,5.8
2022/5/21,475,86859,1609,11868,,,19.6,0,7.5,0,0,4.6,18.2,39.5,0,5.6
2022/5/22,,,,,,,16.9,1,0.4,0,0,4.5,19,1.5,5.4,5.2
2022/5/23,459,144919,1602,17241,,,16.3,0,2.3,0,0,3.6,19.6,0.5,6.7,5.1
2022/5/24,484,94643,1732,905,,,16.8,0,12.6,0,0,4.4,20.9,0,10.8,7.1
2022/5/25,,,,,,,19.8,0,13.6,0,0,5.6,21.8,0,8.8,6.5
2022/5/26,480,132034,1409,23418,,,20.8,0,10.3,0,0,4.7,21.6,0,8.3,6.8
2022/5/27,446,96178,1800,4763,,,16.4,16,0.8,0,0,2.1,21,59.5,1.2,9.5
2022/5/28,473,98507,1238,21270,,,14.6,3,1.2,0,0,5.1,22.4,0,10.1,6.1
2022/5/29,,,,,,,16.4,0,12.2,0,0,6.3,24.1,0,13.3,6.2
2022/5/30,450,123279,1222,38493,,,17.3,0,11.4,0,0,5.1,22.3,0,11.4,6.8
2022/5/31,488,94935,1463,7977,,,14.8,12,0,0,0,4.5,18.7,19,0.2,4.5
2022/6/1,,,,,,,16.4,0.5,7.7,0,0,4.4,21.8,0,8.2,5.5
2022/6/2,482,131532,1208,32811,,,16.7,2.5,6.1,0,0,2.6,22.5,0,10.2,7.6
2022/6/3,478,98226,1438,8287,,,14.8,21,2,0,0,2.9,20.6,5,5.1,6.9
2022/6/4,455,98554,1136,42116,,,14,0,3.5,0,0,4.1,20.3,0,10.5,8
2022/6/5,,,,,,,14.4,0,3.5,0,0,4.4,21.5,0,4.2,5.9
2022/6/6,465,112313,1144,46238,,,13.3,9,0,0,0,6,16.6,43.5,0,5.4
2022/6/7,455,103001,1269,12124,,,11.5,12,0,0,0,4.2,16.8,3.5,0.2,4.6
2022/6/8,,,,,,,13.7,0,13.1,0,0,4,17.2,0,0.8,4.3
2022/6/9,441,146836,1132,45832,,,15.3,0,11.8,0,0,4.1,19.1,0,4.8,5.3
2022/6/10,460,82068,1223,7543,2903,89,17.1,0,12.4,0,0,4.3,21.2,0,1.7,5.5
2022/6/11,453,107795,1134,46591,,,16.8,0,6.4,0,0,5.1,21.9,0.5,0.2,5.3
2022/6/12,,,,,,,16.4,0,8.3,0,0,5.8,21.4,0.5,5.6,6.5
2022/6/13,464,114292,1125,42819,2802,162,15.8,0,1.6,0,0,3.4,21.2,0,9.5,6.9
2022/6/14,478,86246,1196,9954,,,16.9,0,10.9,0,0,5.7,17.3,0.5,0,5.2
2022/6/15,,,,,,,15.8,1.5,0.9,0,0,3.3,16.9,3,0,3
2022/6/16,476,121232,1105,44782,2613,188,19.7,0,5.8,0,0,7.7,20.3,0,0.1,3.7
2022/6/17,444,80686,1187,10694,,,19.4,0,1.7,0,0,3.2,22.8,0,4,4.2
2022/6/18,479,81327,1092,34608,2658,163,21.6,0,13.9,0,0,4.8,22.7,2.5,0,4.6
2022/6/19,,,,,,,20.9,2.5,0.6,0,0,3.7,24,0,12.1,6
2022/6/20,482,113648,1082,44408,1436,771,22.3,0,12.5,0,0,5,25.1,0,5.1,5.5
2022/6/21,486,71509,1204,9725,2224,59,20.3,0,14.1,0,0,3.9,25.2,0.5,2.6,5.8
2022/6/22,,,,,,,20.8,0,10.9,0,0,4.5,23.8,4.5,0.6,4.9
2022/6/23,474,118492,1076,52235,1138,735,20.5,0,3.1,0,0,3.6,23.5,0,0.1,5.1
2022/6/24,488,82208,1202,8153,1153,850,22.9,10,0,0,0,3.5,27.5,0,7.7,9.3
2022/6/25,470,79815,1046,42870,1142,800,24.4,0,9,0,0,6.2,30,0,12.4,9.4
2022/6/26,,,,,,,24,3,8.5,0,0,7.7,29.6,0,11.4,7.9
